resume_text,skills_count,keywords_count,format_score,experience_years,education_score,selected
"JavaScript, SQL, Time Management, CSS, Adaptability, Big Data, C++, Teamwork, Creativity, Deep Learning",10,0,6,4,7,1
"Data Science, Communication, Problem-Solving, Cloud Computing, Creativity",5,1,8,11,7,1
"Communication, Project Management, C++, SQL, AI, Problem-Solving, Python, CSS, Big Data, HTML",10,2,7,3,5,0
"JavaScript, Communication, HTML, Python, Deep Learning, Time Management, Project Management",7,1,7,11,10,1
"Communication, Creativity, Python, Project Management, Adaptability, Big Data, AI, Cloud Computing, Data Science, Machine Learning",10,4,8,13,5,1
"Cloud Computing, Leadership, Data Science, Python, Adaptability, Problem-Solving, Deep Learning, Big Data, HTML, Java",10,3,7,5,9,1
"Cloud Computing, Project Management, C++, Adaptability, HTML, Big Data, Machine Learning, Communication, SQL, Leadership",10,2,9,2,9,1
"Python, Leadership, Java, Teamwork, CSS, Big Data, Machine Learning, Creativity",8,3,6,18,10,1
"Teamwork, SQL, AI, CSS, JavaScript",5,1,5,11,9,1
"HTML, AI, Machine Learning, Project Management, Creativity, Problem-Solving",6,2,9,12,9,1
"Project Management, HTML, Deep Learning, Time Management, C++, Communication, CSS",7,0,10,20,9,1
"Adaptability, SQL, Teamwork, Deep Learning, HTML, Communication, Leadership, CSS, Data Science",9,2,9,0,10,1
"Teamwork, Problem-Solving, Java, Leadership, Deep Learning, Project Management, C++, Communication, SQL",9,1,9,3,10,1
"Python, Teamwork, AI, Problem-Solving, Cloud Computing",5,2,10,20,7,1
"Project Management, Machine Learning, Cloud Computing, Problem-Solving, Leadership, JavaScript, Big Data, AI, Deep Learning, Time Management",10,3,5,15,7,1
"AI, Adaptability, JavaScript, Project Management, Big Data, Java, HTML",7,1,6,14,7,1
"Java, Communication, Teamwork, JavaScript, C++, Machine Learning, Adaptability, Python, Problem-Solving",9,2,7,13,9,1
"Data Science, Python, Deep Learning, Problem-Solving, Machine Learning, Big Data, Project Management, Teamwork",8,3,7,3,5,0
"Problem-Solving, Communication, Project Management, Data Science, Teamwork, C++, Cloud Computing, Adaptability",8,1,10,3,10,1
"C++, Problem-Solving, Teamwork, Machine Learning, HTML, Java",6,1,5,18,10,1
"JavaScript, Communication, Java, Python, Problem-Solving, Project Management",6,1,10,7,5,1
"Adaptability, Time Management, SQL, Cloud Computing, Machine Learning, CSS",6,1,6,7,10,1
"C++, Adaptability, Python, JavaScript, Problem-Solving, Cloud Computing, Creativity, HTML",8,1,10,12,10,1
"C++, Problem-Solving, Java, Leadership, Cloud Computing, Python, CSS",7,2,9,6,5,1
"Python, Time Management, Leadership, Deep Learning, Java, Communication, Big Data, HTML, Teamwork",9,2,10,3,10,1
"AI, Time Management, Leadership, Creativity, Communication, C++, SQL",7,2,7,12,10,1
"HTML, Adaptability, Big Data, Leadership, Cloud Computing, Data Science, Teamwork, JavaScript",8,2,8,9,7,1
"Adaptability, CSS, Project Management, HTML, Creativity, AI, Python, Communication, JavaScript",9,2,10,14,5,1
"Python, AI, Creativity, Java, C++, CSS, HTML, Data Science, Adaptability, JavaScript",10,3,5,5,10,1
"Problem-Solving, Teamwork, Machine Learning, JavaScript, Deep Learning, Python, AI, Big Data, Time Management",9,3,8,8,10,1
"Leadership, CSS, Deep Learning, HTML, Creativity, Cloud Computing, C++, Data Science",8,2,6,0,5,0
"AI, Java, Project Management, Problem-Solving, Machine Learning, Big Data, Creativity, C++, Communication",9,2,9,0,9,1
"Deep Learning, C++, Big Data, HTML, Teamwork, Communication, CSS, Project Management, Data Science, JavaScript",10,1,8,13,9,1
"Teamwork, Big Data, CSS, Data Science, Python",5,2,6,2,10,1
"Deep Learning, AI, HTML, JavaScript, Java, Python, Data Science, CSS, Problem-Solving, C++",10,3,6,4,9,1
"Adaptability, Machine Learning, CSS, JavaScript, Teamwork, Leadership, AI, SQL",8,3,8,19,10,1
"HTML, Leadership, Data Science, Communication, C++, Python, Project Management",7,3,6,4,9,1
"AI, Machine Learning, Teamwork, Python, CSS, Project Management",6,3,6,3,10,1
"AI, Data Science, C++, JavaScript, Python, Leadership",6,4,5,18,5,1
"Cloud Computing, Machine Learning, Teamwork, Python, Problem-Solving, HTML, Project Management, Big Data, AI, CSS",10,3,10,13,5,1
"C++, Creativity, HTML, SQL, Time Management, CSS, Communication, Project Management, Big Data, Adaptability",10,0,6,17,5,1
"Python, C++, JavaScript, Teamwork, Communication, Problem-Solving, Cloud Computing",7,1,5,12,10,1
"Time Management, Java, SQL, Project Management, Communication",5,0,10,6,7,1
"Machine Learning, JavaScript, Data Science, AI, Creativity",5,3,10,17,9,1
"Creativity, Problem-Solving, HTML, Machine Learning, JavaScript, AI",6,2,8,12,9,1
"HTML, Teamwork, CSS, Creativity, Deep Learning, Java, JavaScript, Data Science",8,1,6,16,9,1
"CSS, Problem-Solving, Creativity, JavaScript, Java",5,0,9,3,7,0
"C++, Time Management, AI, Problem-Solving, Adaptability, Leadership",6,2,8,20,10,1
"Project Management, Deep Learning, AI, Machine Learning, Time Management, Adaptability, C++",7,2,5,4,5,0
"Java, Teamwork, AI, Cloud Computing, Project Management, SQL, C++, Communication",8,1,7,16,10,1
"JavaScript, Cloud Computing, Machine Learning, Communication, Leadership, Project Management, SQL, Problem-Solving, HTML",9,2,5,9,5,1
"Project Management, SQL, Deep Learning, Problem-Solving, Java, Data Science, Time Management, Communication",8,1,9,5,9,1
"Adaptability, AI, Deep Learning, Python, C++, HTML, Machine Learning",7,3,6,19,9,1
"C++, Deep Learning, Leadership, Adaptability, SQL, CSS, AI",7,2,10,0,9,1
"Time Management, Communication, C++, CSS, HTML, Problem-Solving",6,0,6,17,7,1
"Project Management, JavaScript, Creativity, AI, SQL",5,1,6,3,10,1
"CSS, Adaptability, C++, Time Management, Communication, Creativity, Problem-Solving, AI, HTML",9,1,7,10,9,1
"Machine Learning, Python, Creativity, CSS, Cloud Computing",5,2,10,7,10,1
"CSS, Adaptability, Machine Learning, Teamwork, Python, Leadership, Data Science, Java, Time Management, Deep Learning",10,4,6,12,7,1
"AI, Problem-Solving, Python, Data Science, Cloud Computing, Adaptability, Java, Leadership, Time Management, Machine Learning",10,5,7,10,9,1
"Big Data, Communication, JavaScript, Leadership, Deep Learning",5,1,5,5,5,0
"Big Data, Problem-Solving, Time Management, Data Science, Adaptability",5,1,9,13,7,1
"JavaScript, HTML, Python, C++, Problem-Solving",5,1,9,0,10,0
"Problem-Solving, Time Management, Adaptability, Data Science, Leadership, Python, Machine Learning, Teamwork, CSS, Creativity",10,4,10,11,5,1
"Data Science, Problem-Solving, HTML, Java, Adaptability",5,1,7,18,10,1
"Time Management, Big Data, HTML, CSS, AI, Machine Learning, JavaScript, Adaptability, Leadership, Problem-Solving",10,3,10,8,5,1
"Teamwork, Big Data, Java, Data Science, Communication",5,1,10,9,7,1
"CSS, Java, Time Management, Python, Problem-Solving, Project Management, HTML, Data Science",8,2,6,5,10,1
"JavaScript, Cloud Computing, Machine Learning, Data Science, Teamwork, Communication, Java, Creativity, Project Management",9,2,10,1,7,1
"HTML, C++, Big Data, Deep Learning, SQL",5,0,5,17,10,1
"SQL, Big Data, Problem-Solving, C++, HTML, Data Science, Communication, CSS, Machine Learning, Leadership",10,3,7,0,5,0
"AI, Problem-Solving, Machine Learning, Adaptability, Communication, Big Data, Java, Deep Learning, Time Management, SQL",10,2,8,20,5,1
"JavaScript, Problem-Solving, CSS, Deep Learning, Machine Learning, Leadership, Project Management, Java, HTML, Adaptability",10,2,8,1,5,0
"Communication, HTML, CSS, Python, Data Science, Java, Problem-Solving, Big Data",8,2,8,18,10,1
"Python, JavaScript, Teamwork, HTML, Adaptability, Machine Learning, Problem-Solving, C++, SQL, Java",10,2,6,13,7,1
"Problem-Solving, Leadership, CSS, Java, HTML, Big Data, JavaScript, Python, Data Science",9,3,8,0,5,0
"Project Management, Cloud Computing, HTML, Python, JavaScript, Teamwork",6,1,10,18,7,1
"AI, Communication, Machine Learning, Creativity, Leadership, SQL, HTML, Teamwork, JavaScript, Time Management",10,3,7,19,7,1
"Machine Learning, Creativity, Problem-Solving, Deep Learning, CSS",5,1,5,13,9,1
"Adaptability, C++, SQL, Creativity, Time Management, Deep Learning, Leadership, Cloud Computing, CSS",9,1,7,12,9,1
"Project Management, Creativity, Java, JavaScript, Machine Learning, Cloud Computing, Deep Learning, Python",8,2,7,16,7,1
"Big Data, Creativity, Python, Time Management, Machine Learning, C++, Teamwork, JavaScript, CSS",9,2,9,7,9,1
"Problem-Solving, Time Management, Deep Learning, CSS, Java, C++, Cloud Computing, SQL, Communication, Teamwork",10,0,8,18,9,1
"Creativity, Problem-Solving, CSS, Leadership, Java, SQL, Data Science, JavaScript, Teamwork",9,2,6,6,10,1
"Python, Communication, Adaptability, Java, Leadership, Deep Learning, Creativity, Teamwork, Project Management, Big Data",10,2,5,10,5,1
"Time Management, Java, Big Data, Project Management, Problem-Solving, Data Science, Deep Learning, Adaptability, Machine Learning, AI",10,3,7,3,5,1
"Cloud Computing, Data Science, Problem-Solving, AI, CSS, SQL, JavaScript, C++",8,2,8,15,5,1
"SQL, Communication, C++, Data Science, Leadership, CSS, Deep Learning, JavaScript",8,2,7,5,9,1
"Big Data, Communication, Cloud Computing, Machine Learning, Project Management",5,1,6,17,9,1
"Java, Cloud Computing, Creativity, Leadership, JavaScript, C++",6,1,10,4,9,1
"SQL, CSS, JavaScript, C++, Python, Teamwork",6,1,7,1,5,0
"Project Management, Problem-Solving, CSS, AI, Big Data, HTML, Data Science, Creativity, Time Management",9,2,5,5,5,0
"Project Management, CSS, Creativity, SQL, Big Data, Data Science, Leadership",7,2,10,12,9,1
"Machine Learning, CSS, Cloud Computing, Adaptability, Leadership, SQL, Creativity",7,2,8,7,7,1
"HTML, Data Science, Communication, AI, CSS, Big Data, Creativity, Problem-Solving, Time Management, Python",10,3,6,20,10,1
"Communication, Python, Deep Learning, Big Data, Time Management",5,1,9,12,5,1
"Java, Machine Learning, SQL, C++, Project Management, Creativity, HTML, JavaScript, Communication",9,1,7,20,10,1
"Time Management, Machine Learning, C++, Project Management, Problem-Solving, Teamwork, Adaptability, HTML, AI",9,2,7,19,9,1
"Big Data, Project Management, Data Science, CSS, Machine Learning, HTML",6,2,8,17,9,1
"SQL, Leadership, Python, Teamwork, CSS",5,2,7,8,5,1
"Data Science, Project Management, Problem-Solving, Leadership, HTML, SQL, Big Data",7,2,5,15,9,1
"Java, Python, C++, HTML, CSS, Teamwork",6,1,10,13,5,1
"Communication, JavaScript, Time Management, Adaptability, Project Management",5,0,5,16,10,1
"Deep Learning, Problem-Solving, Communication, Teamwork, CSS",5,0,9,20,7,1
"Time Management, Leadership, AI, Problem-Solving, Cloud Computing, Big Data, HTML",7,2,8,14,7,1
"Problem-Solving, AI, HTML, C++, Deep Learning, Data Science, Teamwork, Java",8,2,6,6,7,1
"C++, Problem-Solving, Machine Learning, Project Management, HTML, Cloud Computing, Teamwork, Java, CSS",9,1,8,6,7,1
"Data Science, Problem-Solving, Python, Java, AI",5,3,8,8,9,1
"C++, AI, JavaScript, Communication, Teamwork, Leadership, Cloud Computing, Java, Problem-Solving, HTML",10,2,8,5,10,1
"SQL, Java, AI, Creativity, Cloud Computing",5,1,9,1,10,1
"Cloud Computing, SQL, Teamwork, Problem-Solving, CSS, Leadership, Deep Learning, Communication, Java, JavaScript",10,1,10,4,5,1
"SQL, Time Management, Python, C++, JavaScript, Communication, Leadership, Data Science",8,3,9,8,5,1
"JavaScript, Teamwork, SQL, Java, Communication, Problem-Solving",6,0,6,13,10,1
"Adaptability, Deep Learning, Machine Learning, C++, SQL, Communication, Cloud Computing, HTML",8,1,10,12,9,1
"Data Science, Python, Teamwork, Creativity, Time Management, Machine Learning",6,3,6,12,7,1
"AI, Communication, JavaScript, Teamwork, Project Management, C++, Big Data",7,1,9,15,10,1
"Creativity, JavaScript, HTML, SQL, Java, Deep Learning, Communication, C++, Adaptability",9,0,9,15,5,1
"C++, Teamwork, Machine Learning, Time Management, HTML, Deep Learning, SQL, Big Data",8,1,8,4,5,0
"Project Management, HTML, CSS, Problem-Solving, Data Science",5,1,6,6,9,1
"Big Data, Cloud Computing, Deep Learning, Problem-Solving, HTML, AI, SQL, Adaptability",8,1,5,19,5,1
"CSS, Adaptability, C++, Cloud Computing, JavaScript, Leadership, SQL, Problem-Solving, Communication",9,1,8,16,10,1
"Adaptability, Python, HTML, AI, Project Management, Deep Learning, Creativity, Communication, Machine Learning, Java",10,3,6,3,9,1
"Teamwork, Time Management, C++, Problem-Solving, AI",5,1,7,20,9,1
"Teamwork, Project Management, Machine Learning, SQL, Java, Deep Learning, Adaptability, Python, Problem-Solving, CSS",10,2,9,1,7,1
"Python, Java, Data Science, Cloud Computing, AI, Leadership, Machine Learning, Teamwork, HTML",9,5,9,13,5,1
"JavaScript, C++, Creativity, AI, Cloud Computing",5,1,7,14,7,1
"SQL, Cloud Computing, JavaScript, Communication, Project Management, Deep Learning, Python, Time Management, HTML",9,1,9,2,10,1
"Adaptability, AI, Project Management, Python, Time Management, Teamwork, Big Data, Creativity, Leadership, Machine Learning",10,4,6,20,5,1
"HTML, Data Science, Machine Learning, Time Management, Big Data, Problem-Solving",6,2,10,12,10,1
"Deep Learning, Teamwork, Cloud Computing, CSS, Data Science, Big Data",6,1,8,20,5,1
"Leadership, Adaptability, HTML, Deep Learning, SQL, Project Management",6,1,5,9,7,1
"Big Data, Project Management, Machine Learning, HTML, CSS, Cloud Computing, Java, Leadership, Creativity",9,2,10,18,9,1
"JavaScript, Python, Teamwork, Time Management, C++, Java, Adaptability, Project Management, Leadership, Problem-Solving",10,2,10,18,9,1
"Python, Java, HTML, Creativity, Data Science, Adaptability, Leadership",7,3,10,12,5,1
"AI, Time Management, HTML, SQL, C++, Data Science, Big Data, Creativity, Machine Learning",9,3,7,9,10,1
"Java, Cloud Computing, Communication, Time Management, Machine Learning, AI, SQL",7,2,8,1,9,1
"Java, Data Science, Problem-Solving, HTML, Deep Learning, Leadership",6,2,9,2,10,1
"SQL, Leadership, AI, Time Management, C++, Teamwork, Deep Learning",7,2,10,20,5,1
"JavaScript, Leadership, AI, Adaptability, Project Management, SQL, C++, HTML",8,2,7,15,7,1
"Machine Learning, Problem-Solving, CSS, HTML, SQL, Teamwork, Creativity",7,1,7,12,9,1
"Communication, Big Data, Creativity, Python, JavaScript, CSS, C++",7,1,5,2,5,0
"Cloud Computing, HTML, Creativity, Big Data, Python, Time Management",6,1,9,4,9,1
"Deep Learning, Project Management, Teamwork, Adaptability, Data Science, JavaScript, Problem-Solving, Leadership, Creativity",9,2,8,15,10,1
"Adaptability, Machine Learning, Big Data, Deep Learning, Project Management, Creativity, Data Science",7,2,6,0,5,0
"Data Science, CSS, Creativity, C++, Time Management, Big Data, Deep Learning, Cloud Computing, Communication, AI",10,2,10,13,7,1
"Data Science, C++, Adaptability, Communication, Project Management, JavaScript",6,1,8,7,7,1
"HTML, Communication, Adaptability, Big Data, Data Science, C++, Leadership",7,2,10,9,9,1
"Communication, CSS, HTML, Leadership, Teamwork, Time Management, AI",7,2,10,4,10,1
"Adaptability, JavaScript, Leadership, Teamwork, Project Management, Machine Learning, Creativity, Deep Learning, Big Data, Python",10,3,5,7,10,1
"AI, Data Science, JavaScript, SQL, Deep Learning, Problem-Solving, Big Data",7,2,6,6,5,1
"Communication, SQL, Big Data, Teamwork, Problem-Solving, Creativity",6,0,9,15,7,1
"Data Science, SQL, Java, Leadership, Communication, AI, JavaScript",7,3,6,15,10,1
"Leadership, C++, Creativity, SQL, Teamwork, Adaptability",6,1,5,3,5,0
"JavaScript, Python, Time Management, CSS, Creativity, Teamwork",6,1,6,7,9,1
"Data Science, Big Data, Adaptability, Cloud Computing, Leadership, Teamwork, Problem-Solving",7,2,6,3,5,0
"Machine Learning, Big Data, Project Management, Leadership, Creativity, Communication",6,2,6,13,7,1
"JavaScript, Python, Machine Learning, HTML, Data Science, Cloud Computing, Communication, Project Management, CSS, Deep Learning",10,3,9,17,10,1
"C++, Java, Adaptability, Communication, Deep Learning, Python",6,1,10,14,5,1
"Communication, AI, Time Management, Project Management, Deep Learning",5,1,6,4,7,0
"Communication, AI, Creativity, Cloud Computing, Time Management, Project Management, SQL, Big Data, C++",9,1,5,0,7,0
"SQL, C++, Cloud Computing, Deep Learning, Leadership, Communication, HTML, JavaScript, Big Data",9,1,10,3,10,1
"JavaScript, Machine Learning, Cloud Computing, CSS, Communication, AI, Problem-Solving, Big Data, Adaptability, Leadership",10,3,9,4,9,1
"SQL, Cloud Computing, Adaptability, Teamwork, CSS, Creativity, Big Data, Python, C++, AI",10,2,10,3,5,1
"C++, Data Science, Python, Java, Deep Learning",5,2,10,1,10,1
"Time Management, Problem-Solving, Adaptability, Project Management, Java, Leadership",6,1,8,11,9,1
"Teamwork, Problem-Solving, HTML, C++, Deep Learning, Machine Learning",6,1,7,1,9,0
"Creativity, Big Data, Teamwork, Deep Learning, JavaScript, Machine Learning, Problem-Solving, Java, SQL",9,1,8,15,9,1
"C++, Data Science, Creativity, Communication, Adaptability, CSS, Java, HTML",8,1,10,19,5,1
"CSS, Big Data, Creativity, Java, Adaptability, Data Science, HTML, Leadership, JavaScript",9,2,7,13,10,1
"Creativity, Communication, AI, Java, SQL",5,1,8,6,7,1
"CSS, JavaScript, Time Management, Problem-Solving, Leadership, HTML, AI, SQL",8,2,5,5,9,1
